,白话文,文言文
2540,“在此后的第七日，虔阇婆梨大国王，为了寻求道法，在自己身上剜一千个眼，点燃一千盏灯。”,“虔阇婆梨大国王者，却后七日，为于法故，当剜其身以燃千灯。”
2541,所谓待因，指前念灭后，正当那虚妄心念相续未续，将生未生时的境况。,待因者，灭时作相续断，不妄想性生。
2542,大将军邓骘赞赏他的才华，多次征召，他不应。,大将军邓骘奇其才，累召不应。
2543,黑与白两种颜色此消彼长。有中央，才有四方。,两绝胜，白黑也。中央，旁也。
2544,夏天的士兵，都没准备冬天的服装，如遇上冰雪天气，到哪里去取冬装？,夏来之兵，不赍冬服，脱遇冰雪，取济何方？
2545,有人对齐王说：,谓齐王曰：
2546,到咸宁二年秋天闰九月，派遣使者为汝南王司马柬加冠，说明不一定在正月。,及咸宁二年秋闰九月，遣使冠汝南王柬，此则非必岁首。
2547,怎么知道是这样的呢？,何以知其然邪？
2548,如果饮酒恐怕会招到上天的愤怒，被婆罗门责罚。,今若饮酒，惧恐天怒，为婆罗门之所啧罚。
2549,为甚么呢？,所以者何？
2550,应命令有关官员从速进行营造。”,宜令所司速事营造。”
2551,他不仅能持一位佛的名号，甚至于不可说不可说位佛的名号也能总持不忘。,持一佛名号，乃至不可说不可说佛名号。
2552,敦煌公封为秦王后，随即授玄龄职为王府记室，封为临淄侯。,公为秦王，即授府记室，封临淄侯。
2553,城郭不修理，护城河不挖掘，要塞不设立，机谋权变不施展，然而国家安然不畏外敌而且非常巩固，这没有别的原因，是因为实行了礼义之道而用等级名分来协调，按时使用民力而真诚地爱护他们，人民和君主如影随形、如响随声，有不遵从命令的然后用刑罚惩治。,城郭不辨，沟池不拑，固塞不树，机变不张，然而国晏然不畏外而明内者，无它故焉，明道而分钧之，时使而诚爱之，下之和上也如影响，有不由令者然后诛之以刑。
2554,所谓念觉意、法觉意、精进觉意、喜觉意、猗觉意、定觉意、护觉意，会出现在于此世间。,所谓念觉意、法觉意、精进觉意、喜觉意、猗觉意、定觉意、护觉意，出现于世。
2555,自己被义军用长矛刺死。,贼攒槊刺之，洞胸死。
2556,肃宗去掉上元三年年号，仅称“元年”，月序以北斗星斗柄所指十二辰为名。,肃宗去上元三年号，止称元年，月以斗所建辰为名。
2557,它能够发人深省，显现出极高的智慧和论辩能力，同时又体现了对众生同情怜悯之意。,发深智慧，真妙辩才，愍念众生，问斯慧义。
2558,十三日，太祖诏令王全斌等人发粮食给后蜀逃亡士兵家庭。,庚戌，诏王全斌等廪蜀亡命兵士家。
2559,书奏上后，皇帝采纳了。,书奏，帝纳之。
2560,当地士民哀悼不已，留葬于城南，百姓每年祭祀。,士民哀号，留葬城南，岁时奉祀。
2561,军民都怀念他的恩德。,军民皆怀其惠云。
2562,半夜里泥人与木偶在争吵。,夜半，土梗与木梗斗曰：
2563,那时，观世音菩萨从座上起身，向佛深行大礼后对佛说：,尔时，观世音菩萨即从座起，顶礼佛足而白佛言：
2564,更何况死后之时呢？,况于死者乎。
2565,武帝曾想要教他孙吴兵法，霍去病说：“关键在于作战方略怎样，没必要学古代兵法。”,天子尝欲教之孙吴兵法，对曰：“顾方略何如耳，不至学古兵法。”
2566,庄帝忧愤交加，无计可施，于是命人向尔朱荣宣明旨意说：“帝王更替频繁，盛衰没有常度，而今大魏既遭噩运，天下瓦解。,帝忧愤无计，乃令人喻旨于荣曰：“帝王迭袭，盛衰无常，既属屯运，四方瓦解。
2567,举荐乐安人孙璞，也因有道德而显赫，当时的人称赞他能识别人才。,荐乐安孙璞，亦以道德显，时人称为知人。
2568,以奢侈的国君，去统治邪僻的人民，而想要国家不乱，是不可能的。,夫以奢侈之君，御好淫僻之民，欲国无乱，不可得也。
2569,奉侍阴皇后日夜战战兢兢。,承事阴后，夙夜战兢。
2570,最初，太祖对吴沉说：,初，帝谓沉曰：
2571,色为磨灭法，而对于此色为磨灭法之事，却不能如实而知道。,色磨灭法，色磨灭法如实不知；
2572,这年春天，黎州蛮投降。,是春，黎州蛮出降。
2573,玄宗立为太子时，太平公主干预朝政，宋王、成器等人分别主持闲厩、禁兵要职。,玄宗在东宫，太平公主干政，宋王成器等分典闲厩、禁兵。
2574,比丘们！当知！,比丘当知！
2575,你如果欲知道的话，就认为是由于这些人民所行的都是非法之故，才会使本来有城廓，而现在却为磨灭，本来有人民，而现在却为丘荒；,欲知由此人民所行非法故，使本有城廓，今日磨灭，本有人民，今日丘荒；
2576,这时正值安南人入侵，欧阳必进上奏留俞大猷效力。,会安南入寇，必进奏留之。
2577,众人更加气愤，说：“开始我们以为是皇帝的命令，原来是东厂啊！”,众益愤，曰：“始吾以为天子命，乃东厂耶！”
2578,像如是的，比丘们！,如是，比丘！
2579,请敕令全国的巡抚巡按官，在春气暖和时令监司巡视州县，审查囚徒，按察使则审查省会的囚徒。,请敕天下抚按，方春时和，令监司按行州县，大录系囚，按察使则录会城囚。
2580,邪见为之不善，正见就为之善。,邪见为不善，正见为善。
2581,这些幻师在月光皎洁如昼的上弦月之夜，手拿方术器具来盛所请的月精之水。,是诸师等于白月昼，手执方诸承月中水。
2582,我这样做反而被讥笑，还有什么话说？”,翻被嗤笑，知复何言。
2583,当初，原州刺史史归为贺拔岳亲信，河曲事变之后，反而为侯莫陈悦效力。,初，原州刺史史归为岳所亲任，河曲之变，反为悦守。
2584,十一月初四，陈王赵佖逝世。,十一月辛卯，陈王佖薨。
2585,斛律孝卿尚未到达冀州，在中途被捉，押送邺城。,孝卿未达，被执送邺。
2586,肃宗便下诏停止这次朝贺。,肃宗诏停之。
2587,杨骏知道贾后性情难于控制，很是惧怕她。,骏知贾后情性难制，甚畏惮之。
2588,同一聚合中，心所也不是识的亲所缘缘，因为主体不同，就像其他非此心的认取对象不是此心的亲所缘缘一样。,同聚心所，亦非亲所缘，自体异故，如余非所取。
2589,第六，为种种恶兽啖食而死。,六者、横为种种恶兽所啖。
2590,裴光庭认为国家符命载入史册昭示天下已经很长时间了，不能更改，多次禀奏请求停止讨论。,光庭以唐符命表著天下久矣，不可改，亟奏罢之。
2591,因为魔力的原故，能摄取在他面前之人的信奉之心而对他不能产生疑问和指责。,因魔力故，摄其前人不生疑谤。
2592,花在房里展开，果实在房外长大。”,华秀房中，子结房外。”
2593,你还在等待什么呢。,汝作何等。
2594,又因为这个神咒在娑婆世界住持力的缘故，,又此陀罗尼于赡部洲住持力故。
2595,一次在城中乞食时，心里思考着这一佛理。,乞食城中，心思法门。
2596,不幸他今天死了，我们乘丧讨伐他们，即使得手也不光彩。,不幸今死，乘丧伐之，虽得之不令。
2597,于是，如来佛便为众会说法。他发出柔和、悦耳的声音，熟练地演说佛法的本性，适应众会的情况，分别佛法的内容和道理。,于是如来，广为众会，出柔软音，畅演法性，分别义理，应适众情。
2598,从去年至今，原先的大臣差不多给赶尽了，朝堂为之一空。,自去岁旧臣斥逐殆尽，朝署为空。
2599,为什么不再行使国王的权力啊。,何故不行王之教令？
2600,“过去曾有记载：,“旧记有云：
2601,让品德美好的人来实行，却与污秽奸邪的人来怀疑。,使修士行之，则与污邪之人疑之。
2602,皇帝对着司马晃流眼泪，桓温把司马晃等人抓起来交付廷尉发落。,帝对之流涕，温皆收付廷尉。
2603,二十五日，江西提刑司派遣官员讨伐他们，宋破坛、刘洞天都被处死，吴忠逃跑。,庚寅，江西提刑司遣官讨之，破坛、洞天皆伏诛，忠遁去。
2604,所谓供养功德，如经所说种种天花如云而覆，如雨而降如此等等。,是中供养功德者，如经雨种种天华，如云而下如是等。
2605,从此以后这些地方的簿牒才明朗化，有弄虚作假的情况也容易查对了。,自是簿牒始明，奸弊易核。
2606,臣的愚见以为皇上应该将吏部的事还给吏部的专门官吏，可以让他们根据资历来任命、拟定各级官员。,臣愚以为宜以吏部还有司，依格敕注拟可也。
2607,所以圣人打造铠甲盾牌的兵器。,是故圣人作为甲盾五兵。
2608,自成与他走入荒野中的一座神祠。,自成与步入丛祠，
2609,此等意念有出有入，结束后又重新生起，总名为五力。,念出入尽复生，是名为五力也。
2610,武皇壶还认为以往的法律可疑，不能拿来治理国家，于是命令车骑将军、守尚书令、鲁公召集精英，刊定法律。,武皇帝并以为往宪犹疑，不可经国，乃命车骑将军、守尚书令、鲁公征求英俊，刊律定篇云尔。
2611,当时叛变唐朝的朱滔、王武俊、田悦、李纳的使者也在酒宴就座，他们看着颜真卿对李希烈说：“我们久闻太师大名和仁德，大人想称帝，太师就来了，岂非上天封为正统？,时朱滔、王武俊、田悦、李纳使在坐，目真卿谓希烈曰：“闻太师名德久矣，相公欲建大号，而太师至，非天命正位？
2612,十七日，皇太子李亨歇驻保定，捕获薛羽、徐瑴，将其斩首。,己亥，太子次保定，捕得羽、瑴，斩之。
2613,右仆射陆缮调职后，高宗想用孔奂，已草拟诏书，因后主制止，未能实行。,及右仆射陆缮迁职，高宗欲用奂，已草诏讫，为后主所抑，遂不行。
2614,所以不登上高山，不知道天有多高；,故不登高山，不知天之高也；
2615,二十四日，吐蕃入侵庆州。,壬子，吐蕃寇庆州。
2616,现在过了没有几年，大礼还未终结，猝然中途变卦，兄弟在朝专权。,今逾年无几，大礼未终，卒然中改，兄弟专朝。
2617,王沛是许州许昌县人。,王沛，许州许昌人。
2618,希望导师再次垂教指示。”,愿和尚再垂开示。”
2619,贺邵听到后，故意出门，到了府门口回过头来看，要来笔补上两句谓：“不可啼，杀吴儿。”,贺闻，故出行，至门反顾，索笔足之曰：“不可啼，杀吴儿。”
2620,李德裕回答说“：臣不敢评说前代的得失，只因为赵归真在敬宗朝出入宫廷，因此人们心里不希望陛下再亲近他。”,李德裕对曰：“臣不敢言前代得失，只缘归真于敬宗朝出入宫掖，以此人情不愿陛下复亲近之。”
2621,他回答说：“皇上命我推荐官员，推荐必定要熟悉他的才能和品行，如果不熟悉了解，怎么知道他的真实情况呢？”,对曰：“陛下令臣进拟庶官，夫进拟者必悉其才行，如不与闻知，何由得其实？”
2622,郝瑗建议与梁师都连兵，送厚礼给突厥，合兵并力，东逼京师。,瑗请连梁师都，厚赂突厥，合从东向。
2623,当母亲吃饱的时候，胎儿被食物挤压身体，痛苦不堪；,母饱之时。迫迮身体。痛不可言。
