白话文,文言文,文言文_较差
然后慢慢议论荡平敌人，调整指挥，更改主张，将臣放纵恣肆的言论不被采纳，那么忠臣就会尽节而捐躯了。”,然后徐议荡平，改张节度，更须主张，将臣横议不入，则忠臣尽节而捐躯矣。,然后慢慢讨论平定，改变策略，还需要主张。将臣乱说话不听，忠臣尽忠就只能牺牲了。
城墙上修筑有令耳，并有两重高的城楼。在城堞下开凿壕沟，深一丈五尺，宽一丈二尺。,令耳属城，为再重楼，下凿城外堞，内深丈五，广丈二。,令耳朵往城里，做个两层楼，楼下挖城外的堞，里面深十五尺，宽十二尺。
十六日，宰辅大臣杜鸿渐辞让山、剑副元帅，皇上同意了。,乙卯，宰臣杜鸿渐让山剑副元帅，从之。,乙卯日，杜鸿渐这宰相让位给山剑做副元帅，同意了。
“要教化别人，应当用智慧，否则会受到诋毁。”,“欲教诸人，当以智慧，如更见毁。”,欲教众人，用智慧，反而被人毁。
用红色丝线绕社庙十周，穿红色的衣服戴红色的头巾。,以朱丝萦社十周。,用红丝绳绕社坛十圈。
这时，尊者大迦叶，化作五百匹马，都是朱色的毛尾，都以金银校饰的。,是时，尊者大迦叶化作五百匹马，皆朱毛尾，金银校饰；,此时，大迦叶变成五百匹马，都是红毛尾巴，用金银装饰。
随即转任通州刺史。,俄转通州刺史。,不久转任通州刺史了。
十五日，麟府报告说社庆族依托唐龙镇为援，数次骚扰其他部族，请求出兵袭击。,戊戌，麟府言社庆族依唐龙镇为援，数扰别部，请出兵袭之。,戊戌，麟府说社庆族靠唐龙镇帮忙，经常骚扰其他部族，请求出兵袭击他们。
十五日，因为经籍大多缺乏，命令天下搜取。,庚子，以经籍多缺，使天下搜括。,庚子年，因为经书缺了很多，叫全国找一找。
为什么呢？,所以者何。,为何如此呢。
回忆旧往昔的时候，一次我正走出毗耶离大城，而维摩诘恰好进城，我便向他行礼问询：,忆念我昔，出毗耶离大城，时维摩诘方入城，我即为作礼而问言：,记得以前，我离开毗耶离大城，那时候维摩诘正好进城，我当时就给他行礼，然后问他：
你实在为贼吗？,汝实为贼耶。,汝真是贼乎？
倘若像圣谕所说，因目前床笫之欢，而忘记了保养身体的方法，造成的危害就更深了。,倘如圣谕，则以目前衽席之娱，而忘保身之术，其为患更深。,若依圣旨，现在只顾享乐，忘了保身之法，后果更糟。
归家后拜同乡王守仁弟子刘阳为师。,既归，师同邑刘阳，王守仁弟子也。,归后，跟同县刘阳学习，他是王守仁的徒弟。
现在墓地已成，墓道已开，悬棺而葬，礼仪与平民相同，有横死之名，没有伸冤之期，感叹前世三良，老天不公正。,方今宅兆已成。埏隧已开，悬棺而窆，礼同庶人，存亡有非命之分，九泉无自诉之斯，仰感三良，昊天罔极。,今房子已经造好，墓穴已经开好，把棺材挂起来埋葬，礼仪跟普通人一样。活着死了不是命运差别，地底下也没法申诉，想想古代三良的故事，老天爷真是没法理解。
见到贤者不尊重，这是不仁。,见贤不尊，不仁也。,见贤不尊，没仁义。
凡是担任了度支所属官吏，不到一年，家财就数不清，仆人马匹和住宅，比王公都好，如不是偷窃国家财产，怎能这样？,且凡为度支胥吏，不一岁，资累钜万，僮马第宅，僭于王公，非盗官财何以致是？,且那些做度支胥吏的，不满一年，资产累积上万，僮仆马匹宅第，奢华超过王公，不是偷官家的钱财怎么能这样？
舍利弗说：,舍利弗言：,舍利弗说道：
所以前来礼拜亲近世尊,故来礼拜亲近如来。,所以前来拜见接近如来。
不久改镇冀业，被他的参军司马道赐杀害。,寻改镇冀州，为其参军司马道赐所害。,不久改镇冀州，被他的参军司马道赐害了。
对于文书信札都亲自过问，过于繁杂琐碎。,躬亲簿书，过于繁碎。,身亲帐簿，过于繁琐细碎。
于是随即亲自到衙门口开导、慰劳他们，约定稍微休息几天再恢复治理黄河的役作，众人欢呼跳跃而入。,即亲往启门拊劳，约少休三日复役，众欢踊而入。,即亲自去开门慰问，大概休息三天再工作，大家高兴地进去。
但是治理民众并不是他的长处，所以在任没有多少治绩。,然于治民非其所长，故在任无多声称。,然治理百姓不是他擅长的，所以在任时候没什么好名声。
吴江的举人沈同和是副都御史季文的儿子，目不识丁，贿赂礼部官吏，与同乡赵鸣阳的考舍联号。,吴江举人沈同和者，副都御史季文子，目不知书，贿礼部吏，与同里赵鸣阳联号舍。,吴江有个举人叫沈同和，他是副都御史季文子，一点也不识字，贿赂礼部小吏，和同乡赵鸣阳一起住号舍。
就等于没有成就的凡夫，便会生起两种过错：一是堕入身见，二是其余诸结不断。,此诸结我不成就者，应有二过。,此等结我不能成就，应该有两种过错。
等护军中尉西门重遂一出来，就围住他的马陈述意见说：“乞求不要割裂山南，敬请宽容凤翔长官，为百姓主持此事。”,候中尉西门重遂出，拥马论列曰：“乞不分割山南，请姑息凤翔，与百姓为主。”,候中尉西门重遂出来，抱住马说：“请求不要分割山南之地，希望暂时照顾凤翔，为百姓着想。”
佛告诉罗侯罗说：,尔时世尊告罗睺罗：,当时佛对罗睺罗说道：
或者作成条，或者作成片。,或作条、或作片。,或做条，或做片。
大凡事物有些虽多但容易改革，也有些虽少却难以改变，也有些更革却反而导致了混乱，有些变革后趋向简易。,凡物有多而易改，亦有少而难变，亦有改而致烦，有变而之简。,世间之物，多则易改，少则难变，改则烦多，变则简少。
那些为众生服劳役的畜生，于偿清业债之后，恢复原形，再生于人道之中，由于其诬枉的余习尚存，所以仍然与世间的劳苦大众聚居在一起。,彼服伦者，酬足复形，生人道中，参合劳类。,彼等服伦，酬复形体，生于人道，参劳众类。
而一旦被关押，生离死别，从情感上来探求，是很可哀伤的。,而一旦幽絷，生离死绝，求之于情，可伤之甚。,而一旦被囚，生离死别，按感情来说，非常悲伤。
广州包山带海，出产奇珍异宝，一箱珍宝，可供几代享用，然而瘴疫泛滥，人们都很害怕。,广州包带山海，珍异所出，一箧之宝，可资数世，然多瘴疫，人情惮焉。,广州包山包海，出好多宝贝，一箱子宝物可以吃几代人，但是那边多病，人们都怕去。
本人死了就没有斩刑的规定，没有这个规定就不能追究。,身亡即无斩法，无斩法则不得相缘。,身死就没斩首之法，没斩首之法就无法连接。
晋文帝司马昭与陈骞、陈泰同乘辆车，经过钟会家门口时，叫钟会出来同乘车，却立即驾车而走，把钟会丢下了。,晋文帝与陈共车，过唤钟会同载，即驶车委去。,晋文帝同陈坐车，路过叫钟会一起坐，马上就开车走了，把钟会丢下了。
春天耕开的地可不能这么办！,春耕者不中也。,春耕那事不成也。
海浪泛起的泡沫，就好比五阴聚合之身；,沫山者，五阴身也；,沫山是五阴身；
既然各种认识机制、认识对象等和合的力量是相同的，说识是前后生起的，就不合理了。,诸根、境等和合力齐，识前后生，不应理故。,诸根和境界等合力一起，识前后生，不应理。
荆州刺史陶侃在巴陵打败王真。,荆州刺史陶侃破王真于巴陵。,荆州刺史陶侃在巴陵打打败了王真。
所以世道纷乱就屈身退隐，世道太平则凤凰来朝，如果栖息不选树木，飞到的不是帝王身边，虽称得上是兰摧玉折，对俊才又有什么补益！,是以道隐则蠖屈，数感则凤睹，若栖不择木，翔非九五，虽曰玉折，隽才何补！,是以道隐则蠖屈，数感则凤现，如栖不择木，飞翔不是九五，虽言玉碎，才华何用！
比丘们！,然，诸比丘！,然，诸比丘！尔等听着。
当初他与张献忠、罗汝才等一同为贼，献忠、汝才投降后又反叛，均州五营因为怕被征讨，犹豫不决。,初与张献忠、罗汝才辈为贼，献忠、汝才降而复叛，均州五营惧见讨自疑。,初与张献忠、罗汝才他们做贼，献忠、汝才投降了又反叛，均州五营害怕被讨伐疑心重。
张重华庶兄张祚杀死张曜灵自立，自称凉公。,重华庶兄祚杀曜灵而自立，称凉公。,重华弟祚杀了曜灵自己当老大，说自己是凉公。
凡招待宾客，王后继王之后向宾客进献郁鬯香酒、在飨礼和燕礼上向宾客献酒，以及用瑶爵向宾客进酬酒，内宰都要从旁协助王后。,凡宾客之祼献，瑶爵，皆赞。,凡客人祼献，瑶爵，都赞一下。
巡按御史赶紧请求罢除劳役，张学颜不同意，说：“这样是显示虚弱。”,巡按御史亟请罢役，学颜不可，曰：“如此则示弱也。”,巡按御史急忙叫停工程，学颜不同意，说：“这样就是示弱了。”
迦栴延说了外甥女卖发换钱供养众僧修行的事，国王听了以后，就说：,尊者具说以外生女卖发贸钱供养众僧，王闻是语，而作是言：,尊者说那外生女卖自己头发赚点钱供养众僧，国王听见这话，就说：
十九日，诏告天下。,戊子，诏天下。,戊子日，下诏给天下人。
并不是于此依他起性，也不是以其余的境界，非智非非智，与境没有区别，与能缘智也成无分别。,非于此非余，非智而是智，与境无有异，智成无分别。,不是这里不是我，不是智才是智，跟环境没有两样，智成就没有分别。
使帝王登上大位，功劳没有比这更大的了；,登帝天位，功莫厚焉。,登天帝位，功劳很大很厚，没啥能比。
波斯匿王向佛致礼问道：,王叉手白佛：,王伸出手跟佛说：
“那时的山鸡，就是我的前身；,“尔时鸡者，我身是也；,尔时鸡，是我身也。
无量寿佛化着无数尊佛身，与观世音、大势至菩萨一起，经常出现在这样的修行境界。,无量寿佛化身无数，与观世音、大势至，常来至此行人之所。,无量寿佛变好多身，同观世音、大势至，经常来到这地方见这些人。
车骑将军神机妙算超出一般人，确实是一代伟人，由余、日婵岂能算得上强呢！”,车骑神机秀发，信一代之伟人，由余、日䃅岂足为多也！”,车骑神机妙算，真是一代伟人，由余、日䃅不算什么！
正值寿阳骚乱，处于危乱而能守节，暂为通直散骑郎。”,值寿阳扰乱，在危克固，且可通直散骑郎。”,值寿阳乱，在危能固，可通直散骑郎。
皇天不讲亲疏关系，总是援助有道德的人，作恶行善的报应，像影子伴随形体、回响紧跟声音一样迅速。,皇天无亲，常与善人，祸福之应，其犹影响。,皇天没有亲近，总是帮好人，祸福反应，就像影子和回声一样。
